Date,Open,High,Low,Close,Adj Close,Volume
1967-09-06,11.998088,12.081740,11.962237,12.057839,2.647503,364008
1967-09-07,12.057839,12.072777,11.950287,12.016013,2.638321,343088
1967-09-08,12.016013,12.057839,11.926386,12.045889,2.644880,158992
1967-09-11,12.075765,12.260994,12.075765,12.260994,2.692109,330536
1967-09-12,12.260994,12.356597,12.213193,12.356597,2.713099,364008
1967-09-13,12.356597,12.476099,12.356597,12.356597,2.713099,497896
1967-09-14,12.356597,12.356597,12.213193,12.213193,2.681614,635968
1967-09-15,12.213193,12.296845,12.189293,12.213193,2.681614,100416
1967-09-18,12.260994,12.296845,12.260994,12.272945,2.694733,167360
1967-09-19,12.296845,12.404398,12.296845,12.368547,2.715724,234304
1967-09-20,12.368547,12.368547,12.249044,12.284895,2.697357,292880
1967-09-21,12.284895,12.930210,12.284895,12.918260,2.836424,719648
1967-09-22,12.918260,12.972036,12.798757,12.966061,2.846918,585760
1967-09-25,13.145315,13.324570,13.145315,13.217017,2.902021,577392
1967-09-26,13.217017,13.252868,12.989962,13.037763,2.862661,217568
1967-09-27,13.037763,13.181166,12.954111,13.091539,2.874469,552288
1967-09-28,13.121415,13.252868,13.121415,13.151291,2.887591,288696
1967-09-29,13.145315,13.145315,12.983987,13.103489,2.877093,422584
1967-10-02,13.097514,13.097514,12.966061,12.972036,2.848233,242672
1967-10-03,12.972036,13.151291,12.930210,13.121415,2.881030,330536
1967-10-04,13.121415,13.288719,13.121415,13.121415,2.881030,405848
1967-10-05,13.384321,13.623327,13.384321,13.575526,2.980737,297064
1967-10-06,13.384321,13.623327,13.384321,13.575526,2.980737,297064
1967-10-09,13.587476,13.659178,13.587476,13.659178,2.999102,200832
1967-10-10,13.659178,13.742830,13.527725,13.623327,2.991231,267776
1967-10-11,13.623327,13.910134,13.503824,13.862333,3.043710,464424
1967-10-12,13.862333,13.981836,13.814532,13.862333,3.043710,267776
1967-10-13,13.862333,14.005736,13.790631,14.005736,3.075196,242672
1967-10-16,14.005736,14.089388,13.934034,13.934034,3.059452,238488
1967-10-17,13.934034,13.957935,13.718929,13.766730,3.022717,468608
1967-10-18,13.790631,13.981836,13.790631,13.981836,3.069948,263592
1967-10-19,14.065488,14.256692,14.065488,14.137189,3.104062,276144
1967-10-20,14.161090,14.292543,14.161090,14.274618,3.134236,322168
1967-10-23,14.274618,14.280593,14.077438,14.113289,3.098813,485344
1967-10-24,14.113289,14.268642,14.083413,14.101338,3.096190,305432
1967-10-25,14.101338,14.149140,13.981836,14.077438,3.090941,389112
1967-10-26,14.077438,14.202916,14.053537,14.202916,3.118492,292880
1967-10-27,14.202916,14.337357,14.196941,14.280593,3.135545,251040
1967-10-30,14.280593,14.352294,14.256692,14.256692,3.130298,397480
1967-10-31,14.256692,14.292543,14.149140,14.184990,3.114554,267776
1967-11-01,14.077438,14.077438,13.910134,13.963910,3.066012,430952
1967-11-02,13.963910,13.993786,13.766730,13.922084,3.056829,564840
1967-11-03,13.922084,13.945985,13.838432,13.862333,3.049469,284512
1967-11-06,13.862333,13.886233,13.563576,13.886233,3.054725,497896
1967-11-08,13.886233,14.029637,13.766730,13.778681,3.031068,656888
1967-11-09,13.778681,13.874283,13.742830,13.850382,3.046840,430952
1967-11-10,13.934034,14.035612,13.934034,14.029637,3.086272,238488
1967-11-13,14.029637,14.137189,14.005736,14.101338,3.102048,317984
1967-11-14,14.101338,14.125239,13.934034,14.029637,3.086272,531368
1967-11-15,14.029637,14.220841,13.910134,14.220841,3.128334,681992
1967-11-16,14.220841,14.627151,14.220841,14.579350,3.207200,757304
1967-11-17,14.603250,14.830306,14.603250,14.722753,3.238743,569024
1967-11-20,14.597275,14.597275,14.340344,14.340344,3.154622,912112
1967-11-21,14.447897,14.794455,14.447897,14.770554,3.249260,635968
1967-11-22,14.770554,14.782505,14.591300,14.639101,3.220343,481160
1967-11-24,14.639101,14.698853,14.507648,14.674952,3.228231,506264
1967-11-27,14.674952,14.770554,14.639101,14.746654,3.244002,439320
1967-11-28,14.746654,14.770554,14.674952,14.674952,3.228231,330536
1967-11-29,14.674952,14.734704,14.627151,14.674952,3.228231,380744
1967-11-30,14.674952,14.716778,14.591300,14.627151,3.217714,271960
1967-12-01,14.627151,14.722753,14.579350,14.722753,3.238743,305432
1967-12-04,14.818356,15.057361,14.818356,15.057361,3.312353,569024
1967-12-05,15.057361,15.141013,14.913958,15.033461,3.307097,506264
1967-12-06,15.033461,15.129063,15.033461,15.123088,3.326812,297064
1967-12-07,15.224665,15.368069,15.224665,15.296367,3.364931,443504
1967-12-08,15.320268,15.487572,15.320268,15.403920,3.388590,397480
1967-12-11,15.403920,15.463671,15.344168,15.427820,3.393848,326352
1967-12-12,15.427820,15.463671,15.296367,15.320268,3.370188,192464
1967-12-13,15.320268,15.403920,15.296367,15.380019,3.383331,205016
1967-12-14,15.391969,15.487572,15.391969,15.487572,3.406992,292880
1967-12-15,15.439771,15.439771,15.200765,15.230641,3.350475,297064
1967-12-18,15.117113,15.117113,14.746654,14.770554,3.249260,418400
1967-12-19,14.770554,14.890057,14.674952,14.758604,3.246633,619232
1967-12-20,14.806405,14.961759,14.806405,14.937859,3.286064,439320
1967-12-21,14.937859,14.937859,14.818356,14.872132,3.271608,276144
1967-12-22,14.866157,14.866157,14.663002,14.663002,3.225601,255224
1967-12-26,14.663002,14.794455,14.663002,14.734704,3.241374,158992
1967-12-27,14.746654,14.973709,14.746654,14.937859,3.286064,209200
1967-12-28,14.937859,14.979685,14.818356,14.925908,3.283437,309616
1967-12-29,14.925908,15.003585,14.913958,14.985660,3.296582,288696
1968-01-02,14.985660,14.991635,14.663002,14.663002,3.225601,225936
1968-01-03,14.663002,14.722753,14.352294,14.483748,3.186168,640152
1968-01-04,14.382170,14.382170,14.071463,14.071463,3.095472,757304
1968-01-05,14.113289,14.328394,14.113289,14.173040,3.117819,828432
1968-01-08,14.196941,14.292543,14.196941,14.280593,3.141478,426768
1968-01-09,14.286568,14.412046,14.286568,14.304493,3.146736,585760
1968-01-10,14.322419,14.447897,14.322419,14.435946,3.175657,376560
1968-01-11,14.477772,14.674952,14.477772,14.555449,3.201941,414216
1968-01-12,14.627151,14.830306,14.627151,14.722753,3.238743,543920
1968-01-15,14.770554,14.961759,14.770554,14.890057,3.275549,506264
1968-01-16,14.890057,14.931883,14.722753,14.722753,3.238743,251040
1968-01-17,14.722753,14.734704,14.555449,14.722753,3.238743,510448
1968-01-18,14.794455,14.913958,14.794455,14.854207,3.267664,401664
1968-01-19,14.854207,14.913958,14.746654,14.842256,3.265035,305432
1968-01-22,14.794455,14.794455,14.483748,14.507648,3.191424,359824
1968-01-23,14.507648,14.961759,14.459847,14.890057,3.275549,631784
1968-01-24,14.890057,14.902008,14.674952,14.674952,3.228231,694544
1968-01-25,14.674952,14.782505,14.423996,14.746654,3.244002,757304
1968-01-26,14.770554,14.836281,14.770554,14.782505,3.251889,376560
1968-01-29,14.782505,14.818356,14.674952,14.686902,3.230860,334720
1968-01-30,14.639101,14.639101,14.483748,14.567400,3.204572,439320
1968-01-31,14.483748,14.483748,14.137189,14.208891,3.125705,493712
1968-02-01,14.208891,14.334369,14.196941,14.328394,3.151995,820064
1968-02-02,14.328394,14.388145,14.179015,14.244742,3.133593,589944
1968-02-05,14.208891,14.208891,14.077438,14.161090,3.121998,422584
1968-02-06,14.137189,14.137189,14.017686,14.029637,3.093018,476976
1968-02-07,14.065488,14.161090,14.065488,14.161090,3.121998,447688
1968-02-08,14.137189,14.137189,13.838432,13.838432,3.050864,757304
1968-02-09,13.754780,13.754780,13.587476,13.647228,3.008712,1267752
1968-02-13,13.647228,13.790631,13.623327,13.647228,3.008712,665256
1968-02-14,13.671128,14.005736,13.671128,13.981836,3.082480,1075288
1968-02-15,14.005736,14.161090,14.005736,14.005736,3.087750,694544
1968-02-16,13.838432,13.838432,13.683078,13.790631,3.040328,669440
1968-02-19,13.790631,14.053537,13.790631,13.984823,3.083139,322168
1968-02-20,14.005736,14.220841,14.005736,14.220841,3.135172,372376
1968-02-21,14.244742,14.340344,14.244742,14.316444,3.156250,569024
1968-02-23,14.274618,14.274618,14.041587,14.095363,3.107510,447688
1968-02-26,14.095363,14.113289,14.011711,14.041587,3.095653,301248
1968-02-27,14.041587,14.196941,13.993786,14.196941,3.129902,255224
1968-02-28,14.196941,14.256692,14.029637,14.101338,3.108826,548104
1968-02-29,14.005736,14.005736,13.814532,13.862333,3.056135,405848
1968-03-01,13.862333,13.862333,13.778681,13.790631,3.040328,376560
1968-03-04,13.712954,13.712954,13.384321,13.432122,2.961288,1075288
1968-03-05,13.432122,13.659178,13.408222,13.617352,3.002126,912112
1968-03-06,13.617352,14.101338,13.527725,14.041587,3.095653,1196624
1968-03-07,14.041587,14.101338,13.886233,13.981836,3.082480,497896
1968-03-08,13.910134,13.910134,13.766730,13.850382,3.053502,347272
1968-03-11,13.874283,14.190966,13.874283,14.173040,3.124635,619232
1968-03-12,14.173040,14.268642,14.005736,14.232792,3.137810,615048
1968-03-13,14.208891,14.208891,14.089388,14.113289,3.111460,276144
1968-03-14,14.008724,14.008724,13.695029,13.695029,3.019250,673624
1968-03-15,13.706979,14.173040,13.706979,14.080425,3.104215,924664
1968-03-18,14.119264,14.316444,14.119264,14.119264,3.112777,694544
1968-03-19,14.119264,14.149140,13.898184,13.898184,3.064039,443504
1968-03-20,13.957935,14.077438,13.957935,14.023662,3.091701,322168
1968-03-21,14.023662,14.065488,13.862333,13.862333,3.056135,364008
1968-03-22,13.862333,14.220841,13.844407,13.993786,3.085115,820064
1968-03-25,13.993786,14.077438,13.957935,14.041587,3.095653,221752
1968-03-26,14.101338,14.244742,14.101338,14.196941,3.129902,305432
1968-03-27,14.220841,14.334369,14.220841,14.292543,3.150981,397480
1968-03-28,14.292543,14.447897,14.292543,14.352294,3.164154,548104
1968-03-29,14.394120,14.651052,14.394120,14.639101,3.227382,832616
1968-04-01,14.949809,15.105163,14.949809,15.081262,3.324863,920480
1968-04-02,15.081262,15.236616,14.937859,15.176864,3.345941,1125496
1968-04-03,15.176864,15.487572,15.141013,15.272467,3.367019,1368168
1968-04-04,15.260516,15.260516,15.015535,15.236616,3.359115,907928
1968-04-05,15.236616,15.260516,15.009560,15.057361,3.319593,702912
1968-04-08,15.093212,15.368069,15.093212,15.344168,3.382826,585760
1968-04-10,15.344168,15.487572,15.320268,15.320268,3.377558,803328
1968-04-11,15.320268,15.523423,15.272467,15.511472,3.419709,723832
1968-04-15,15.511472,15.532385,15.427820,15.493547,3.415756,313800
1968-04-16,15.463671,15.463671,15.344168,15.415870,3.398635,338904
1968-04-17,15.403920,15.403920,15.344168,15.368069,3.388094,188280
1968-04-18,15.368069,15.391969,15.284417,15.296367,3.372286,284512
1968-04-19,15.296367,15.314293,15.212715,15.212715,3.353846,276144
1968-04-22,15.212715,15.272467,15.129063,15.200765,3.351208,330536
1968-04-23,15.654876,15.654876,15.296367,15.654876,3.451324,602496
1968-04-24,15.654876,15.846080,15.583174,15.607075,3.440786,615048
1968-04-25,15.607075,15.762428,15.583174,15.678776,3.456595,422584
1968-04-26,15.678776,15.822180,15.654876,15.750478,3.472404,255224
1968-04-29,15.750478,15.989484,15.750478,15.977533,3.522456,376560
1968-04-30,16.013384,16.192638,16.013384,16.192638,3.569880,485344
1968-05-01,16.228489,16.407743,16.228489,16.395794,3.614671,556472
1968-05-02,16.563099,16.766253,16.563099,16.634798,3.667362,644336
1968-05-03,16.634798,16.706501,16.419695,16.443596,3.631992,602496
1968-05-06,16.443596,16.503345,16.252390,16.395794,3.621436,615048
1968-05-07,16.395794,16.503345,16.377869,16.437620,3.630672,410032
1968-05-08,16.437620,16.437620,16.371893,16.419695,3.626713,305432
1968-05-09,16.419695,16.443596,16.276291,16.312141,3.602956,305432
1968-05-10,16.312141,16.395794,16.168737,16.198614,3.577883,393296
1968-05-13,16.180689,16.180689,15.989484,16.013384,3.536968,410032
1968-05-14,16.013384,16.097036,15.917782,16.037285,3.542249,213384
1968-05-15,16.025335,16.025335,15.917782,15.989484,3.531690,405848
1968-05-16,15.989484,16.013384,15.834130,15.834130,3.497374,309616
1968-05-17,15.690727,15.690727,15.415870,15.535373,3.431390,799144
1968-05-20,15.535373,15.619025,15.475621,15.529398,3.430068,405848
1968-05-21,15.529398,15.774379,15.493547,15.774379,3.484181,485344
1968-05-22,15.774379,15.989484,15.726577,15.726577,3.473621,681992
1968-05-23,15.690727,15.690727,15.559273,15.607075,3.447225,523000
1968-05-24,15.750478,15.750478,15.583174,15.750478,3.478901,476976
1968-05-27,15.774379,15.953633,15.774379,15.893881,3.510573,920480
1968-05-28,15.893881,16.037285,15.858031,16.037285,3.542249,956044
1968-05-29,16.108988,16.527246,16.108988,16.527246,3.650470,895376
1968-05-31,16.682600,17.065010,16.682600,17.065010,3.769248,972780
1968-06-03,17.638622,17.925430,17.638622,17.925430,3.959293,1146416
1968-06-04,17.925430,17.925430,17.590822,17.674475,3.903865,1031356
1968-06-05,17.674475,17.710325,17.351816,17.447418,3.853713,629692
1968-06-06,17.495220,17.662523,17.495220,17.590822,3.885385,673624
1968-06-07,17.590822,17.710325,17.543020,17.686424,3.906504,499988
1968-06-10,17.686424,17.770077,17.423517,17.722275,3.914423,491620
1968-06-11,17.722275,17.770077,17.638622,17.686424,3.906504,407940
1968-06-13,17.686424,17.770077,17.148663,17.208412,3.800922,709188
1968-06-14,17.160612,17.160612,16.826004,17.005259,3.756050,951860
1968-06-17,17.112810,17.112810,16.491396,16.563099,3.658388,619232
1968-06-18,16.563099,16.730402,16.503345,16.575048,3.661028,715464
1968-06-20,16.802103,17.136711,16.802103,17.136711,3.785083,899560
1968-06-21,17.136711,17.196463,17.005259,17.124762,3.782444,562748
1968-06-24,17.112810,17.112810,16.634798,16.646749,3.676864,389112
1968-06-25,16.682600,17.065010,16.682600,16.945507,3.742851,541828
1968-06-27,17.029160,17.232313,17.029160,17.232313,3.806202,562748
1968-06-28,17.196463,17.196463,16.802103,16.909657,3.734934,311708
1968-07-01,16.909657,17.017208,16.646749,16.802103,3.711177,376560
1968-07-02,16.802103,16.826004,16.634798,16.826004,3.716456,564840
1968-07-03,16.826004,17.112810,16.778202,17.112810,3.779806,569024
1968-07-08,17.256214,17.447418,17.256214,17.447418,3.853713,707096
1968-07-09,17.435469,17.435469,17.280115,17.351816,3.832597,307524
1968-07-11,17.327915,17.327915,16.921606,17.112810,3.779806,705004
1968-07-12,17.112810,17.148663,16.826004,16.957457,3.745492,449780
1968-07-15,16.969406,17.232313,16.969406,17.065010,3.769248,391204
1968-07-16,17.041109,17.041109,16.826004,16.969406,3.748131,414216
1968-07-18,16.969406,17.112810,16.849903,17.112810,3.779806,445596
1968-07-19,16.873804,16.873804,16.491396,16.491396,3.642552,914204
1968-07-22,16.491396,16.575048,16.156788,16.347992,3.610875,732200
1968-07-23,16.347992,16.443596,16.204590,16.431644,3.629353,560656
1968-07-25,16.431644,16.539198,15.965583,16.037285,3.542249,644336
1968-07-26,16.037285,16.108988,15.869981,15.869981,3.505297,665256
1968-07-29,15.869981,15.869981,15.583174,15.846080,3.500014,905836
1968-07-30,15.846080,16.276291,15.846080,16.192638,3.576561,472792
1968-08-01,16.192638,16.443596,16.061186,16.150812,3.567322,784500
1968-08-02,16.085087,16.085087,15.774379,16.061186,3.554368,594128
1968-08-05,16.061186,16.085087,15.965583,16.037285,3.549076,458148
1968-08-06,16.037285,16.156788,16.025335,16.156788,3.575524,439320
1968-08-08,16.156788,16.300192,16.013384,16.061186,3.554368,652704
1968-08-09,16.037285,16.037285,15.846080,16.013384,3.543786,407940
1968-08-12,16.025335,16.228489,16.025335,16.192638,3.583455,520908
1968-08-13,16.192638,16.419695,16.192638,16.407743,3.631060,468608
1968-08-15,16.407743,16.479446,16.156788,16.204590,3.586099,508356
1968-08-16,16.204590,16.324093,16.085087,16.276291,3.601969,366100
1968-08-19,16.300192,16.491396,16.300192,16.491396,3.649571,305432
1968-08-20,16.479446,16.479446,16.300192,16.467495,3.644283,255224
1968-08-22,16.467495,16.563099,16.204590,16.419695,3.633703,338904
1968-08-23,16.419695,16.425669,16.037285,16.168737,3.578166,284512
1968-08-26,16.180689,16.276291,16.180689,16.252390,3.596680,334720
1968-08-27,16.252390,16.276291,16.037285,16.156788,3.575524,255224
1968-08-29,16.156788,16.180689,15.869981,16.156788,3.575524,410032
1968-08-30,16.132887,16.132887,15.941683,16.013384,3.543786,330536
1968-09-03,16.013384,16.085087,15.869981,16.085087,3.559656,225936
1968-09-04,16.108988,16.204590,16.108988,16.204590,3.586099,309616
1968-09-05,16.204590,16.324093,16.156788,16.240440,3.594037,259408
1968-09-06,16.240440,16.324093,16.156788,16.276291,3.601969,357732
1968-09-09,16.276291,16.300192,16.168737,16.180689,3.580812,228028
1968-09-10,16.156788,16.156788,16.013384,16.108988,3.564943,305432
1968-09-12,16.108988,16.156788,16.001434,16.108988,3.564943,491620
1968-09-13,16.120937,16.228489,16.120937,16.132887,3.570233,284512
1968-09-16,16.132887,16.132887,16.025335,16.061186,3.554368,330536
1968-09-17,16.061186,16.097036,16.025335,16.097036,3.562298,370284
1968-09-19,16.097036,16.132887,16.001434,16.049234,3.551720,374468
1968-09-20,15.965583,15.965583,15.786329,15.822180,3.501475,525092
1968-09-23,15.822180,16.108988,15.774379,16.108988,3.564943,642244
1968-09-24,16.108988,16.108988,15.977533,16.108988,3.564943,523000
1968-09-26,16.108988,16.108988,16.025335,16.049234,3.551720,516724
1968-09-27,16.037285,16.037285,15.846080,15.881931,3.514697,458148
1968-09-30,15.881931,16.013384,15.869981,16.013384,3.543786,294972
1968-10-01,15.798279,15.798279,15.547323,15.630975,3.459158,728016
1968-10-03,15.619025,15.619025,15.403920,15.511472,3.432711,930940
1968-10-04,15.535373,15.893881,15.535373,15.822180,3.501475,646428
1968-10-07,15.822180,15.881931,15.678776,15.786329,3.493537,397480
1968-10-08,15.786329,15.822180,15.678776,15.810229,3.498827,468608
1968-10-10,15.810229,15.917782,15.702677,15.750478,3.485606,715464
1968-10-11,15.666826,15.666826,15.391969,15.535373,3.438004,1615024
1968-10-14,15.535373,15.571224,15.248566,15.284417,3.382465,876548
1968-10-15,15.224665,15.224665,14.973709,15.057361,3.332217,1077380
1968-10-17,15.081262,15.248566,15.081262,15.248566,3.374530,1548080
1968-10-18,15.356119,15.630975,15.356119,15.630975,3.459158,979056
1968-10-21,15.630975,15.750478,15.583174,15.630975,3.459158,594128
1968-10-22,15.630975,15.630975,15.439771,15.487572,3.427423,523000
1968-10-24,15.463671,15.463671,15.152964,15.200765,3.363954,753120
1968-10-25,15.176864,15.176864,15.081262,15.141013,3.350728,811696
1968-10-28,15.141013,15.141013,14.722753,14.985660,3.316350,1884892
1968-10-29,14.985660,15.033461,14.770554,14.794455,3.274037,958136
1968-10-31,14.698853,14.698853,14.555449,14.674952,3.247589,2945536
1968-11-01,14.722753,14.806405,14.722753,14.770554,3.268748,1096208
1968-11-04,14.770554,15.152964,14.698853,15.057361,3.332217,1027172
1968-11-06,15.057361,15.152964,14.782505,14.818356,3.279324,1386996
1968-11-07,14.818356,15.152964,14.818356,15.141013,3.350728,621324
1968-11-08,15.105163,15.105163,14.937859,15.081262,3.337504,587852
1968-11-12,15.152964,15.296367,15.152964,15.296367,3.385108,757304
1968-11-13,15.296367,15.487572,15.284417,15.487572,3.427423,569024
1968-11-14,15.487572,15.630975,15.451721,15.535373,3.438004,514632
1968-11-15,15.559273,15.642925,15.559273,15.630975,3.459158,451872
1968-11-18,15.630975,15.666826,15.368069,15.415870,3.411557,470700
1968-11-19,15.415870,15.535373,15.224665,15.535373,3.438004,510448
1968-11-21,15.535373,15.607075,15.439771,15.583174,3.448581,525092
1968-11-22,15.583174,15.672801,15.415870,15.666826,3.467094,598312
1968-11-25,15.666826,15.678776,15.595124,15.630975,3.459158,487436
1968-11-26,15.678776,15.822180,15.678776,15.762428,3.488253,863996
1968-11-27,15.786329,15.989484,15.786329,15.989484,3.538498,453964
1968-11-29,15.989484,16.001434,15.917782,15.953633,3.530566,466516
1968-12-02,15.953633,16.001434,15.702677,15.726577,3.480316,485344
1968-12-03,15.726577,15.786329,15.678776,15.774379,3.490896,516724
1968-12-05,15.774379,15.810229,15.654876,15.702677,3.475024,581576
1968-12-06,15.690727,15.690727,15.535373,15.583174,3.448581,359824
1968-12-09,15.583174,15.702677,15.451721,15.630975,3.459158,282420
1968-12-10,15.630975,15.726577,15.583174,15.678776,3.469738,271960
1968-12-12,15.654876,15.654876,15.200765,15.344168,3.395688,502080
1968-12-13,15.284417,15.284417,15.129063,15.129063,3.348085,479068
1968-12-16,15.129063,15.200765,15.069312,15.093212,3.340149,338904
1968-12-17,15.129063,15.284417,15.129063,15.272467,3.379822,487436
1968-12-19,15.284417,15.583174,15.284417,15.583174,3.448581,652704
1968-12-20,15.583174,15.750478,15.308317,15.391969,3.406265,389112
1968-12-23,15.385994,15.385994,15.129063,15.188815,3.361307,401664
1968-12-24,15.260516,15.391969,15.260516,15.344168,3.395688,330536
1968-12-26,15.344168,15.487572,15.248566,15.284417,3.382465,169452
1968-12-27,15.284417,15.368069,15.057361,15.248566,3.374530,460240
1968-12-30,15.200765,15.200765,14.818356,14.985660,3.316350,1615024
1968-12-31,15.009560,15.152964,15.009560,15.057361,3.332217,589944
1969-01-02,15.057361,15.069312,14.961759,14.997610,3.318995,267776
1969-01-03,14.913958,14.913958,14.782505,14.913958,3.300482,738476
1969-01-06,14.698853,14.698853,14.352294,14.459847,3.199985,1288672
1969-01-07,14.459847,14.507648,14.352294,14.507648,3.210563,757304
1969-01-08,14.543499,14.663002,14.543499,14.627151,3.237011,734292
1969-01-09,14.698853,14.866157,14.698853,14.818356,3.279324,694544
1969-01-10,14.818356,14.818356,14.531549,14.615201,3.234366,631784
1969-01-13,14.519598,14.519598,14.292543,14.340344,3.173541,1173612
1969-01-14,14.340344,14.746654,14.340344,14.746654,3.263458,738476
1969-01-15,14.746654,14.794455,14.674952,14.758604,3.266102,435136
1969-01-16,14.818356,14.949809,14.818356,14.949809,3.308416,426768
1969-01-17,14.949809,14.961759,14.591300,14.698853,3.252881,949768
1969-01-20,14.340344,14.340344,14.101338,14.340344,3.173541,1820040
1969-01-21,14.340344,14.483748,14.328394,14.483748,3.205276,606680
1969-01-22,14.483748,14.519598,14.340344,14.483748,3.205276,652704
1969-01-23,14.483748,14.483748,14.340344,14.364245,3.178830,510448
1969-01-24,14.364245,14.364245,14.268642,14.328394,3.170899,485344
1969-01-27,14.328394,14.340344,14.232792,14.328394,3.170899,543920
1969-01-28,14.328394,14.364245,14.256692,14.328394,3.170899,543920
1969-01-29,14.328394,14.340344,14.161090,14.161090,3.133870,627600
1969-01-30,14.161090,14.208891,14.113289,14.173040,3.136518,615048
1969-01-31,14.173040,14.220841,14.113289,14.161090,3.133870,652704
1969-02-03,14.161090,14.208891,14.089388,14.095363,3.119325,596220
1969-02-04,14.101338,14.196941,14.101338,14.161090,3.133870,468608
1969-02-05,14.161090,14.184990,14.125239,14.184990,3.139159,495804
1969-02-06,14.184990,14.292543,14.077438,14.208891,3.152950,638060
1969-02-07,14.208891,14.244742,14.125239,14.244742,3.160905,527184
1969-02-11,14.352294,14.483748,14.352294,14.483748,3.213940,606680
1969-02-12,14.507648,14.663002,14.507648,14.603250,3.240455,562748
1969-02-13,14.651052,14.842256,14.651052,14.830306,3.290841,489528
1969-02-14,14.830306,14.842256,14.663002,14.758604,3.274931,491620
1969-02-17,14.651052,14.651052,14.340344,14.340344,3.182118,564840
1969-02-18,14.340344,14.340344,14.196941,14.340344,3.182118,577392
1969-02-19,14.340344,14.435946,14.113289,14.125239,3.134387,587852
1969-02-20,14.125239,14.173040,14.053537,14.125239,3.134387,681992
1969-02-24,14.125239,14.220841,14.113289,14.184990,3.147644,510448
1969-02-25,14.184990,14.316444,14.113289,14.161090,3.142342,656888
1969-02-26,14.161090,14.268642,14.149140,14.268642,3.166210,560656
1969-02-27,14.244742,14.244742,14.125239,14.149140,3.139691,491620
1969-02-28,14.149140,14.208891,14.017686,14.023662,3.111846,443504
1969-03-03,14.023662,14.149140,13.945985,14.149140,3.139691,340996
1969-03-04,14.149140,14.268642,14.125239,14.232792,3.158255,412124
1969-03-05,14.292543,14.459847,14.292543,14.388145,3.192726,382836
1969-03-06,14.459847,14.459847,14.292543,14.388145,3.192726,382836
1969-03-07,14.328394,14.328394,14.101338,14.328394,3.179469,376560
1969-03-10,14.328394,14.507648,14.292543,14.507648,3.219239,322168
1969-03-11,14.507648,14.710803,14.412046,14.483748,3.213940,449780
1969-03-12,14.483748,14.507648,14.316444,14.322419,3.178142,403756
1969-03-13,14.322419,14.340344,14.065488,14.089388,3.126433,589944
1969-03-14,14.089388,14.137189,14.029637,14.137189,3.137038,340996
1969-03-17,14.137189,14.483748,14.077438,14.423996,3.200683,514632
1969-03-18,14.423996,14.423996,14.244742,14.334369,3.180792,345180
1969-03-19,14.340344,14.567400,14.340344,14.507648,3.219239,378652
1969-03-20,14.507648,14.615201,14.483748,14.603250,3.240455,422584
1969-03-21,14.603250,14.603250,14.435946,14.603250,3.240455,345180
1969-03-24,14.603250,14.674952,14.591300,14.651052,3.251065,299156
1969-03-25,14.651052,14.794455,14.615201,14.722753,3.266974,378652
1969-03-26,14.722753,14.830306,14.674952,14.794455,3.282887,491620
1969-03-27,14.794455,14.890057,14.758604,14.878107,3.301449,437228
1969-03-28,14.890057,15.081262,14.890057,15.009560,3.330618,343088
1969-04-01,15.009560,15.105163,14.949809,14.961759,3.320011,366100
1969-04-02,14.961759,14.961759,14.842256,14.866157,3.298796,261500
1969-04-03,14.866157,14.866157,14.722753,14.854207,3.296146,334720
1969-04-07,14.770554,14.770554,14.674952,14.686902,3.259019,372376
1969-04-08,14.686902,14.794455,14.591300,14.651052,3.251065,322168
1969-04-09,14.674952,14.913958,14.674952,14.913958,3.309403,351456
1969-04-10,14.913958,14.997610,14.890057,14.997610,3.327968,236396
1969-04-11,14.997610,15.033461,14.890057,14.925908,3.312056,349364
1969-04-14,14.913958,14.913958,14.770554,14.782505,3.280234,426768
1969-04-15,14.818356,14.913958,14.818356,14.842256,3.293492,230120
1969-04-16,14.842256,14.878107,14.674952,14.758604,3.274931,219660
1969-04-17,14.758604,14.758604,14.651052,14.663002,3.253719,297064
1969-04-18,14.663002,14.758604,14.651052,14.734704,3.269627,225936
1969-04-21,14.734704,14.758604,14.591300,14.722753,3.266974,263592
1969-04-22,14.722753,14.961759,14.636114,14.937859,3.314707,495804
1969-04-23,14.937859,14.985660,14.866157,14.878107,3.301449,430952
1969-04-24,14.890057,15.105163,14.890057,15.081262,3.346527,453964
1969-04-25,15.081262,15.200765,15.033461,15.188815,3.370395,401664
1969-04-28,15.200765,15.511472,15.200765,15.499522,3.439339,621324
1969-04-29,15.511472,15.702677,15.511472,15.642925,3.471163,698728
1969-04-30,15.642925,15.786329,15.595124,15.678776,3.479119,728016
1969-05-01,15.678776,15.702677,15.415870,15.559273,3.452600,851444
1969-05-02,15.559273,15.654876,15.535373,15.607075,3.471737,274052
1969-05-05,15.619025,15.678776,15.619025,15.654876,3.482371,305432
1969-05-06,15.666826,15.858031,15.666826,15.846080,3.524905,489528
1969-05-07,15.846080,15.893881,15.583174,15.726577,3.498321,422584
1969-05-08,15.726577,15.846080,15.678776,15.762428,3.506296,349364
1969-05-09,15.762428,15.762428,15.595124,15.630975,3.477056,242672
1969-05-12,15.630975,15.690727,15.541348,15.607075,3.471737,248948
1969-05-13,15.607075,15.846080,15.559273,15.846080,3.524905,315892
1969-05-14,15.846080,16.007408,15.846080,15.965583,3.551488,422584
1969-05-15,15.893881,15.893881,15.726577,15.774379,3.508955,395388
